brand,title,date,accords,rating_score,votes,longevity_poor,longevity_weak,longevity_moderate,longevity_long,longevity_very_long,sillage_soft,sillage_moderate,sillage_heavy,sillage_enormous,clslove,clslike,clsdislike,clswinter,clsspring,clssummer,clsautumn,clscold,clshot,clsday,clsnight,clslove_female25under,clslove_male25under,clslove_female25older,clslove_male25older,clslike_female25under,clslike_male25under,clslike_female25older,clslike_male25older,clsdislike_female25under,clsdislike_male25under,clsdislike_female25older,clsdislike_male25older,clswinter_female25under,clswinter_male25under,clswinter_female25older,clswinter_male25older,clsspring_female25under,clsspring_male25under,clsspring_female25older,clsspring_male25older,clssummer_female25under,clssummer_male25under,clssummer_female25older,clssummer_male25older,clsautumn_female25under,clsautumn_male25under,clsautumn_female25older,clsautumn_male25older,clsday_female25under,clsday_male25under,clsday_female25older,clsday_male25older,clsnight_female25under,clsnight_male25under,clsnight_female25older,clsnight_male25older,Ihaveit,Ihadit,Iwantit,notes_1,notes_2,notes_3,notes_4,notes_5,notes_6,notes_7,notes_8,notes_9,notes_10,notes_11,notes_12,notes_13,notes_14,notes_15,notes_16,notes_17,notes_18,notes_19,notes_20,gender
Luciano-Soprani,Luciano Soprani Luciano Soprani for women,1987,"balsamic,woody,warm spicy,sweet,honey",4.26,43,0,1,4,3,2,0,4,3,4,100,89,15,42,15,1,36,0,0,31,26,5,1,89,10,1,1,84,10,1,1,15,1,1,1,42,1,1,1,15,1,1,1,1,1,1,1,36,1,1,1,31,1,1,1,26,1,52,0,0,Top1iris,Top2Ylang-Ylang,Top3Sandalwood,Top4Patchouli,Top5Opoponax,Top6oak moss,Top7Virginia Cedar,Top8Galbanum,Top9Amber,Top10Cinnamon,Top11Incense,Top12Benzoin,Top13Mandarin Orange,Top14Rose,Top15Lily-of-the-Valley,Top16white honey,Middle0nan,Base0nan,,,women
Nivea,Nivea Men Nivea for men,2017,"aromatic,fresh spicy,warm spicy,citrus,patchouli,soft spicy,Pictures",3.68,43,1,0,8,2,8,5,10,5,16,72,72,44,27,88,77,50,0,0,100,50,1,33,5,33,1,5,16,50,1,5,11,33,1,1,11,16,1,11,11,72,1,11,11,61,1,1,11,38,1,22,11,66,1,1,11,38,18,0,0,Top1Cardamom,Top2Pink Pepper,Top3Salt,Middle0Geranium,Middle1Lavender,Middle2Coriander,Middle3Cedar,Base0Patchouli,Base1Tonka Bean,Base2Amber,Base3Vanilla,Base4Nutmeg,,,,,,,,,
Black-Phoenix-Alchemy-Lab,Mme. Moriarty Misfortune Teller Black Phoenix Alchemy Lab for women,2000,"musky,fruity,patchouli,vanilla,sweet,Pictures",4.42,43,0,0,2,3,2,1,5,2,0,100,37,12,33,12,12,29,0,0,20,54,8,4,87,1,20,1,20,1,1,1,16,1,12,8,12,4,1,8,4,4,1,8,4,4,12,8,8,4,1,8,12,4,12,8,33,4,39,0,0,Top1Patchouli,Top2Vanille,Top3Plum,Top4Pomegranate,Middle0nan,Base0nan,,,,,,,,,,,,,,,women
MiN-New-York,Momento MiN New York for women and men,2014,"citrus,aromatic,balsamic,aldehydic,fresh spicy,sweet",4.15,43,1,1,4,13,7,4,10,8,7,100,45,25,75,83,50,91,0,0,87,83,1,1,41,58,1,4,12,29,1,4,29,45,1,1,37,37,1,4,41,37,1,4,25,20,1,1,37,54,1,4,41,41,1,1,33,50,28,0,0,Top1Lemon,Top2Aldehydes,Top3Tarragon,Top4Artemisia,Top5Lavender,Top6Carnation,Top7Rose,Top8Jasmine,Top9Lemon Verbena,Top10Guaiac Wood,Top11Opoponax,Top12Patchouli,Middle0nan,Base0nan,,,,,,,women
Al-Haramain-Perfumes,Naeem Al Haramain Perfumes for women and men,0,"patchouli,musky,warm spicy,balsamic,woody",3.76,43,0,3,5,10,10,5,6,13,7,100,88,52,17,64,64,17,0,0,70,11,1,17,47,35,1,5,35,47,5,1,29,17,1,1,5,11,1,5,17,41,1,5,23,35,1,1,5,11,1,11,23,35,1,5,1,5,55,0,0,Top1Patchouli,Top2Musk,Middle0nan,Base0nan,,,,,,,,,,,,,,,,,women
Norell,Norell New York Norell for women,2015,"floral,woody,white floral,powdery,green,Pictures",3.78,43,0,2,4,2,1,1,7,4,2,88,100,47,17,70,29,23,0,0,58,35,11,1,70,5,11,1,76,11,1,5,41,1,1,1,11,5,5,1,52,11,1,1,23,5,1,1,17,5,5,5,35,11,1,1,23,11,30,0,0,Top1Bergamot,Top2Pear,Top3Mandarin Orange,Middle0Jasmine,Middle1Peony,Middle2Orchid,Middle3Gardenia,Base0Orris,Base1Vetiver,Base2Sandalwood,Base3Vanilla,Base4Musk,,,,,,,,,women
Korloff-Paris,No Ordinary Man Korloff Paris for men,2016,"woody,leather,soft spicy,powdery,aromatic,citrus,Pictures",4.64,44,4,4,3,18,3,3,10,18,3,100,56,1,36,56,16,76,0,0,48,80,1,4,4,92,1,12,8,36,1,1,1,1,1,4,4,28,1,4,12,40,1,1,4,12,1,1,16,60,1,1,4,44,1,4,16,60,31,0,0,Top1Yuzu,Top2Pink Pepper,Top3Star Anise,Middle0Hazelnut,Middle1White Violet,Middle2Myrhh,Base0Leather,Base1Patchouli,Base2Vetiver,Base3Musk,,,,,,,,,,,man
Mango,Lady Rebel Rock Deluxe Mango for women,2009,"citrus,balsamic,white floral,patchouli,animalic,leather,Videos,Pictures",3.47,44,3,0,7,4,0,3,10,2,0,31,100,40,45,22,18,68,0,0,50,59,4,4,13,4,27,1,72,1,18,1,22,4,4,4,36,1,4,1,18,1,9,1,9,1,13,4,50,1,4,4,40,1,13,4,40,1,22,0,0,Top1Pomelo,Middle0Gardenia,Middle1Tuberose,Base0Patchouli,Base1Peru Balsam,Base2Leather,,,,,,,,,,,,,,,
Al-Haramain-Perfumes,Leather Oudh Al Haramain Perfumes for women,2016,"woody,leather,sweet,fruity,animalic",4.41,44,1,1,7,11,16,5,10,15,15,100,22,14,74,14,7,62,0,0,25,70,3,25,11,59,1,1,1,22,3,1,3,7,1,14,11,48,1,1,3,11,1,1,3,3,1,11,11,40,1,3,7,14,1,14,7,48,49,0,0,Top1Raspberry,Middle0Jasmine,Middle1Cashmirwood,Middle2Woody Notes,Middle3Incense,Base0Leather,Base1Cedar,Base2Amber,Base3Musk,,,,,,,,,,,,women
M-Micallef,Les 4 Saisons: Ete M. Micallef for women,2003,"citrus,fruity,white floral,green,sweet,Pictures",3.5,44,0,0,3,0,0,1,2,1,0,64,100,58,5,52,47,17,0,0,70,23,1,1,58,5,11,1,88,1,5,1,47,5,1,5,5,1,11,5,35,5,17,5,29,1,1,5,11,5,17,5,47,5,1,5,17,5,24,0,0,Top1Tangerine,Top2Peach,Middle0Jasmine,Middle1Neroli,Middle2Pomegranate,Base0Musk,Base1Patchouli,Base2Vanille,,,,,,,,,,,,,women
Pinaud-Clubman,Lilac Vegetal Pinaud Clubman for men,0,"floral,musky,fresh,green,soft spicy",3.84,44,2,2,8,0,0,1,10,3,1,89,100,42,31,100,73,31,0,0,84,21,1,1,31,63,1,1,10,89,1,1,15,42,1,1,5,26,1,1,15,84,1,1,10,63,1,1,5,26,1,1,10,73,1,1,5,15,44,0,0,Top1Floral Notes,Top2Musk,Middle0nan,Base0nan,,,,,,,,,,,,,,,,,man
Reminiscence,Love Rose Reminiscence for women,2014,"rose,leather,woody,white floral,animalic,Pictures",3.5,44,4,2,5,4,0,3,8,6,5,100,82,76,5,35,11,23,0,0,35,5,11,1,82,5,5,1,70,5,5,5,58,11,1,1,5,1,1,1,35,1,1,1,11,1,1,1,23,5,1,1,35,5,1,1,5,5,25,0,0,Top1Turkey Red Rose,Top2Jasmine,Top3iris,Top4Leather,Top5Moss,Middle0nan,Base0nan,,,,,,,,,,,,,,women
Demeter-Fragrance,Watermelon Lollipop Demeter Fragrance for women,0,"ozonic,aquatic,sweet,fruity,watery,gourmand",3.67,44,0,6,1,1,0,4,5,0,2,75,100,50,1,12,75,1,0,0,75,12,31,1,43,1,12,6,81,1,1,1,43,6,1,1,1,6,1,1,12,6,12,6,50,6,1,1,1,6,12,1,56,6,6,1,6,6,35,0,0,Top1Sweet Notes,Middle0nan,Base0nan,,,,,,,,,,,,,,,,,,women
Yardley,White Satin Yardley for women,1984,Pictures,3.68,44,0,1,1,1,2,0,2,3,4,16,100,20,16,40,20,20,0,0,56,12,1,1,16,1,4,1,92,4,8,1,16,1,1,4,16,1,4,4,40,1,4,4,20,1,1,4,20,1,4,4,56,1,1,4,16,1,29,0,0,Middle0nan,Base0nan,,,,,,,,,,,,,,,,,,,women
The-Body-Shop,Minteva The Body Shop for women,2004,"green,citrus,white floral,warm spicy,aromatic",3.71,44,3,3,0,0,0,2,4,1,2,72,94,44,5,83,55,1,0,0,100,5,5,1,66,1,27,1,61,5,16,1,22,5,1,1,5,1,5,1,66,11,11,1,38,5,1,1,1,1,11,1,77,5,1,5,1,1,31,0,0,Top1Lily,Top2Green Notes,Top3Spices,Middle0nan,Base0nan,,,,,,,,,,,,,,,,women
mark-,mark Self-Sanctuary Lemon Sugar mark. for women,2011,"citrus,vanilla,sweet,white floral,green",4.25,44,1,3,1,1,0,2,4,0,2,50,100,3,7,50,34,11,0,0,57,3,11,1,34,3,3,7,84,3,1,1,3,1,1,1,7,1,3,3,34,7,3,3,23,3,1,1,7,3,7,3,42,3,1,1,3,1,36,0,0,Top1Sugar,Top2Vanilla,Top3Jasmine,Middle0nan,Base0nan,,,,,,,,,,,,,,,,women
Une-Nuit-Montauk,Memory Motel Une Nuit Ã  Montauk for women and men,2017,"tobacco,floral,warm spicy,leather,vanilla,powdery,Pictures",4.19,44,0,3,1,4,5,1,9,4,6,100,45,22,31,18,9,50,0,0,31,36,1,13,72,9,4,9,27,4,1,4,4,13,1,13,18,4,1,9,13,1,1,9,4,1,1,13,31,9,1,9,22,4,1,13,22,4,14,0,0,Middle0iris,Middle1Incense,Middle2Carnation,Base0Oakmoss,Base1Patchouli,Base2Vanilla,Base3Tobacco,Base4Leather,,,,,,,,,,,,,women
Comptoir-Sud-Pacifique,Vanille Pineapple Comptoir Sud Pacifique for women,2006,"sweet,vanilla,fruity,tropical,coconut",4.15,44,1,0,2,1,3,0,2,5,4,82,100,17,23,35,76,11,0,2,58,11,17,5,58,5,23,5,76,1,5,1,11,1,1,1,23,5,1,5,23,5,1,5,64,1,1,1,11,5,1,5,58,1,1,1,5,5,35,0,0,Top1Passionfruit,Top2Coconut Milk,Top3Cinnamon,Top4Musk,Top5Vanilla,Top6Frangipani,Middle0nan,Base0nan,,,,,,,,,,,,,women
Profumi-del-Forte,Vaiana Dea Profumi del Forte for women,2013,"white floral,sweet,tuberose,woody,warm spicy,balsamic",4.2,44,0,2,4,0,0,1,5,9,2,100,80,20,1,46,33,26,0,0,40,13,20,1,86,1,6,1,66,6,6,1,20,1,1,1,1,1,6,1,26,13,6,1,26,1,1,1,20,6,6,1,33,6,1,1,1,13,18,0,0,Top1Peach,Top2Coconut,Top3Bergamot,Top4Milk,Top5Violet Leaf,Middle0Tuberose,Middle1Ylang-Ylang,Middle2Orchid,Middle3Jasmine,Middle4Lily,Middle5White Rose,Middle6Cacao Pod,Middle7Honey,Base0Benzoin,Base1White Musk,Base2Sandalwood,Base3Vetiver,Base4Vanilla,Base5Oakmoss,,women
Santa-Maria-Novella,Muschio (Musc) Santa Maria Novella for women and men,0,"musky,powdery",4.17,44,5,3,8,1,1,9,10,2,3,83,100,16,38,22,11,50,0,0,50,33,5,11,38,27,22,1,61,16,1,1,22,1,11,1,16,16,1,1,5,22,1,1,1,16,11,5,11,27,5,1,27,22,1,5,16,16,23,0,0,Top1Powdery Notes,Middle0nan,Base0nan,,,,,,,,,,,,,,,,,,women
Flora-ku,My Shadow on the Wall FloraÃ¯ku for women and men,2017,"ozonic,powdery,aquatic,woody,floral,green,Pictures",3.62,44,0,0,6,3,2,1,9,3,3,66,100,50,22,55,22,27,0,0,61,27,1,11,50,5,16,1,55,27,1,5,27,16,1,5,5,11,5,11,27,11,1,5,11,5,1,5,16,5,5,5,38,11,1,11,5,11,24,0,0,Middle0Mimosa,Base0Sandalwood,,,,,,,,,,,,,,,,,,,women
MiN-New-York,Plush MiN New York for women and men,2015,"woody,amber,musky,powdery,aldehydic,vanilla",4.03,44,0,1,4,8,9,2,6,12,7,100,20,32,60,68,56,88,0,0,68,72,1,12,44,44,1,1,12,8,4,1,4,24,4,8,32,20,4,4,40,24,4,8,36,12,4,4,44,40,1,4,40,28,4,8,36,28,26,0,0,Top1Jasmine,Top2Ylang-Ylang,Top3Orange Blossom,Middle0Cashmere Wood,Middle1Violet Root,Middle2Patchouli,Middle3Musk,Base0Amber,Base1Aldehydes,,,,,,,,,,,,women
Zara,Zara Night Pour Homme I Zara for men,2017,"fresh spicy,white floral,vanilla,woody,citrus,Pictures",3.69,44,6,3,4,13,2,13,9,11,9,63,100,42,42,47,5,63,0,0,5,63,5,21,1,36,10,5,26,52,1,5,1,36,1,15,1,26,1,26,1,21,1,1,1,5,1,26,1,36,1,1,1,5,1,26,1,36,43,0,0,Top1Bergamot,Middle0Pepper,Middle1Nutmeg,Middle2Jasmine,Base0Vanilla,Base1Cedar,,,,,,,,,,,,,,,
The-Merchant-of-Venice,Noble Potion The Merchant of Venice for women and men,2013,"woody,warm spicy,powdery,balsamic,cinnamon,sweet,Pictures",3.88,44,1,2,8,12,0,4,14,2,3,56,100,26,26,17,4,39,0,0,52,13,4,8,21,26,8,4,73,13,1,4,21,4,1,8,26,4,4,8,8,8,1,8,4,1,4,8,30,8,4,8,39,13,1,8,13,4,32,0,0,Top1Apple Blossom,Top2Nectarine,Top3Violet,Middle0Cinnamon,Middle1Cloves,Middle2Cardamom,Middle3Ylang-Ylang,Middle4Jasmine,Middle5Orange Blossom,Base0Sandalwood,Base1Cedar,Base2Vanilla,Base3Musk,,,,,,,,women
Rituals,No. 17 Vetiver & Bergamot Rituals for men,2000,"woody,citrus,aromatic,green,fresh spicy",4.55,44,0,0,3,13,1,3,16,6,3,100,29,8,8,58,54,20,0,0,45,12,1,12,20,70,4,4,8,12,4,1,1,4,1,1,1,8,1,1,8,54,1,1,8,50,1,1,1,20,1,1,4,41,1,4,1,8,42,0,0,Top1Vetiver,Top2Woody Notes,Middle0nan,Base0nan,,,,,,,,,,,,,,,,,
Alexandria-Fragrances,Nostalgia Alexandria Fragrances for women and men,2017,"rose,vanilla,powdery,floral,balsamic",4.26,44,3,0,3,11,9,7,8,11,9,100,36,20,48,36,4,40,0,0,24,48,1,16,16,64,4,8,8,16,4,1,24,8,1,20,1,28,1,12,1,24,1,4,1,1,1,12,1,24,1,8,1,12,1,20,1,28,41,0,0,Top1Turkish Rose,Top2Bulgarian Rose,Top3Benzoin,Top4Violet,Top5Vanilla,Middle0nan,Base0nan,,,,,,,,,,,,,,women
Bath-and-Body-Works,Noir Bath and Body Works for men,2017,"vanilla,warm spicy,musky,aromatic,powdery",4.18,44,1,3,6,4,1,3,8,3,5,100,84,21,63,31,21,78,0,0,26,84,1,10,10,78,5,5,5,68,1,5,1,15,1,5,5,52,1,1,1,31,1,1,1,21,1,1,10,68,1,5,5,15,1,5,10,68,38,0,0,Top1Bourbon Vanilla,Top2Musk,Middle0nan,Base0nan,,,,,,,,,,,,,,,,,
Victoria-s-Secret,Very Sexy Summer Victoria's Secret for women,2011,"floral,woody,fruity,green,balsamic,fresh spicy,Pictures",4.15,44,0,0,0,1,2,0,3,2,0,100,94,22,11,50,72,16,0,0,61,33,50,5,38,1,38,1,55,1,16,1,5,1,1,1,11,1,22,1,27,1,38,1,38,1,5,1,11,1,33,1,27,1,16,1,11,1,36,0,0,Top1Freesia,Top2Granny Smith apple,Middle0nan,Base0nan,,,,,,,,,,,,,,,,,women
The-Body-Shop,Lotus Petal The Body Shop for women,2007,"floral,aquatic,ozonic,green,fresh spicy",3.51,45,1,1,0,0,0,1,1,1,0,26,100,34,4,52,34,8,1,2,69,8,4,1,21,1,43,4,47,1,17,1,17,1,1,1,4,1,8,4,39,1,4,1,30,1,1,1,8,1,21,4,39,1,1,1,8,1,26,0,0,Top1Lily-of-the-Valley,Top2Lotus,Middle0nan,Base0nan,,,,,,,,,,,,,,,,,women
L-T-Piver,Vetiver L.T. Piver for men,1991,"aromatic,woody,fresh spicy,green,citrus",4.14,45,0,0,7,6,0,1,7,5,2,62,100,12,20,45,37,41,0,0,50,12,1,1,1,62,4,1,16,79,1,1,4,8,1,1,1,25,1,1,1,50,1,1,1,41,1,1,1,45,1,1,1,54,1,1,1,16,38,0,0,Top1Orange,Top2Bergamot,Top3Pepper,Top4Tarragon,Top5Apple,Middle0Lavender,Middle1Jasmine,Base0Vetiver,Base1Cedar,Base2Sandalwood,Base3Musk,,,,,,,,,,
Alain-Delon,Lyra Alain Delon for women,1993,"woody,balsamic,powdery,citrus,warm spicy,amber",4.08,45,2,2,0,2,2,1,2,2,5,100,94,27,27,1,1,16,2,0,22,22,5,5,72,11,1,1,72,16,5,1,27,1,1,5,27,1,1,5,1,1,1,5,1,1,1,5,16,1,1,5,22,1,1,5,16,1,44,0,0,Top1Bergamot,Top2Brazilian Rosewood,Top3Lemon,Middle0iris,Middle1Jasmine,Middle2Ylang-Ylang,Middle3Rose,Base0Amber,Base1Sandalwood,Base2Tonka Bean,Base3Patchouli,Base4Musk,Base5Benzoin,Base6Vanilla,Base7Cedar,,,,,,women
The-Body-Shop,Virgin Mojito The Body Shop for women and men,0,"green,citrus,aromatic,fresh spicy,conifer",4.1,45,6,1,1,0,0,5,3,0,1,37,100,7,1,18,70,7,0,0,62,11,11,1,22,3,22,3,59,11,3,1,3,3,1,1,1,1,1,1,14,3,14,3,33,14,1,1,1,7,7,1,37,14,3,1,1,7,29,0,0,Top1Lime,Middle0nan,Base0nan,,,,,,,,,,,,,,,,,,women
Cartier,Must de Cartier Parfum 2015 Cartier for women,2015,"green,vanilla,white floral,aromatic,balsamic,powdery",4.56,45,0,3,4,6,0,1,6,4,8,100,13,10,20,10,3,31,0,0,20,27,6,1,75,17,3,3,6,3,3,1,6,3,1,6,13,10,1,6,6,3,1,6,1,3,1,6,20,13,3,6,13,6,1,6,17,13,36,0,0,Middle0Galbanum,Base0Vanilla,,,,,,,,,,,,,,,,,,,women
Nejma,Nejma 2 Nejma for women and men,2014,"rose,oud,woody,warm spicy,balsamic",3.48,45,3,2,2,3,3,6,3,4,5,100,76,76,69,46,30,100,0,0,69,69,1,7,53,46,1,7,46,23,1,1,61,15,1,1,53,38,1,1,38,23,1,1,30,15,7,1,61,46,7,7,53,23,1,1,53,30,32,0,0,Top1Cloves,Top2Saffron,Top3White Rose,Middle0Turkish Rose,Middle1Rose de Mai,Base0Agarwood (Oud),Base1Sandalwood,,,,,,,,,,,,,,women
Neela-Vermeire-Creations,Rahele Neela Vermeire Creations for women and men,1605,"floral,woody,fruity,powdery,warm spicy,leather,Pictures",3.98,45,3,0,8,5,0,4,7,3,1,100,65,35,20,20,15,50,0,0,50,15,1,1,80,20,1,5,45,15,10,1,15,10,1,1,10,10,1,1,20,1,1,1,15,1,5,1,35,10,5,1,40,5,1,1,5,10,22,0,0,Top1Cardamom,Top2Cinnamon,Top3Violet Leaf,Middle0Osmanthus,Middle1Rose,Middle2Magnolia,Middle3Jasmine,Middle4iris,Middle5Violet,Base0Cedar,Base1Sandalwood,Base2Oakmoss,Base3Patchouli,Base4Leather,,,,,,,women
Franck-Olivier,Night Touch Franck Olivier for men,2015,"aromatic,fresh spicy,woody,warm spicy,earthy,citrus",4.26,45,3,0,6,12,4,2,11,15,2,100,35,20,70,60,15,75,0,0,70,55,1,20,15,65,5,10,1,20,1,10,1,10,1,15,5,50,1,15,10,35,1,10,1,5,1,10,10,55,1,10,10,50,1,15,5,35,41,0,0,Top1Pineapple,Top2Bergamot,Top3Cardamom,Middle0Geranium,Middle1Jasmine,Middle2Nutmeg,Middle3Violet,Base0Amber,Base1Vetiver,Base2Moss,Base3Musk,Base4Patchouli,,,,,,,,,
Floris,Patchouli Floris for men,2013,"balsamic,woody,patchouli,amber,powdery,Pictures",4.02,46,1,3,4,7,7,4,15,3,7,100,84,31,42,36,26,57,0,0,47,47,5,1,10,84,1,15,15,52,1,5,1,26,1,10,10,36,1,15,5,31,1,10,5,26,1,21,5,47,1,10,10,42,1,15,5,42,27,0,0,Top1Violet Leaf,Middle0Cedar,Middle1iris,Middle2Patchouli,Middle3Rose,Middle4Ylang-Ylang,Base0Amber,Base1Olibanum,Base2Labdanum,Base3Myrhh,Base4Vanila,,,,,,,,,,
Lush,Yog Nog Lush for women and men,2014,"warm spicy,yellow floral,sweet,woody,floral",4.23,46,1,2,4,3,3,1,4,6,6,100,45,20,41,8,4,33,0,0,33,16,16,4,79,1,12,1,33,1,1,1,16,4,20,1,20,1,1,1,8,1,1,1,4,1,20,1,12,1,8,1,25,1,4,1,12,1,52,0,0,Top1Clove,Middle0nan,Base0nan,,,,,,,,,,,,,,,,,,women
Pacsun,Lilu Pacsun for women,2000,floral,4.48,46,0,0,7,3,0,1,9,1,0,91,100,1,4,39,78,17,0,0,82,17,47,4,43,1,43,1,60,1,1,1,1,1,4,1,1,1,17,4,17,1,34,4,43,1,8,1,8,1,34,4,47,1,8,4,4,1,27,0,0,Middle0nan,Base0nan,,,,,,,,,,,,,,,,,,,women
Etat-Libre-d-Orange,Malaise of the 1970's Etat Libre d'Orange for women and men,1970,"citrus,fresh spicy,fresh,aldehydic,amber,patchouli",3.62,46,3,0,1,5,6,2,10,8,4,23,100,26,11,19,15,46,0,0,38,11,3,7,1,11,1,1,61,42,1,1,7,23,1,1,3,7,1,3,7,7,1,1,11,3,3,7,15,19,3,3,15,15,1,3,1,7,27,0,0,Top1Leather,Top2Amber,Top3Pepper,Top4Plum,Top5Aldehydes,Top6Patchouli,Top7Heliotrope,Top8Ambrette (Musk Mallow),Top9Citron,Middle0nan,Base0nan,,,,,,,,,,women
Masaki-Matsushima,mat; very male Masaki Matsushima for men,2004,"soft spicy,sweet,woody,patchouli,floral",4.16,46,1,0,5,4,3,4,4,3,3,100,83,22,66,50,44,66,0,0,44,66,1,22,1,77,1,1,5,77,1,1,11,11,1,16,1,66,1,11,1,61,1,16,1,50,1,11,1,72,1,16,1,50,1,16,1,66,45,0,0,Top1Water Notes,Top2Anise,Middle0Lotus,Middle1Bamboo,Middle2Woodsy Notes,Base0Patchouli,Base1Virginia Cedar,Base2Licorice,,,,,,,,,,,,,
Alexandre-J,Morning Muscs Alexandre.J for women and men,2012,"citrus,musky,sweet,rose,fruity,Pictures",4.26,46,2,1,12,7,3,4,11,15,6,100,75,16,12,62,45,37,0,0,62,33,12,1,62,25,8,1,41,20,1,1,4,12,1,1,8,1,1,1,37,20,1,1,29,12,1,1,20,12,1,1,33,25,1,1,16,12,40,0,0,Top1Grapefruit,Top2Peach,Top3Toffee,Middle0Damask Rose,Middle1Violet,Middle2Rose,Middle3Patchouli,Base0Musk,Base1Moss,,,,,,,,,,,,women
Antonio-Alessandria,Nacre Blanche Antonio Alessandria for women and men,2014,"white floral,citrus,tuberose,animalic,balsamic,yellow floral,Pictures",3.64,46,2,2,6,1,1,6,7,2,3,100,81,62,6,31,31,25,0,0,43,25,18,1,37,43,6,6,50,18,6,12,18,56,1,1,6,1,6,1,12,12,12,1,6,12,6,1,6,12,12,1,12,18,6,1,6,12,15,0,0,Top1Tangerine,Top2Grapefruit,Top3Petitgrain,Top4Coriander,Middle0Tuberose,Middle1Jasmine,Middle2Ylang-Ylang,Middle3Osmanthus,Base0Benzoin,Base1Vanilla,Base2Leather,Base3Patchouli,Base4Sandalwood,Base5Musk,,,,,,,women
Le-Galion,222 Le Galion for women and men,1930,"woody,balsamic,powdery,leather,warm spicy,vanilla",4.05,47,0,2,1,10,0,9,11,4,1,89,100,26,26,47,10,63,0,0,57,47,10,1,36,47,10,15,42,31,1,5,26,1,1,10,10,10,1,10,21,21,1,5,5,5,10,10,31,21,10,10,21,26,5,10,15,21,33,0,0,Middle0Myrrh,Middle1Styrax,Middle2Lavender,Middle3Geranium,Base0Coumarin,Base1Oakmoss,Base2Cedar,Base3Sandalwood,Base4Vanilla,Base5Leather,,,,,,,,,,,women
Christian-Dior,La Colle Noire (2018) Christian Dior for women and men,2018,"floral,rose,fruity,sweet,woody,fresh,Pictures",4.76,47,5,3,6,1,1,6,10,2,3,100,31,1,6,46,31,21,0,0,50,21,18,15,46,18,3,3,18,6,1,1,1,1,1,1,1,6,12,6,9,18,3,6,6,15,1,3,3,15,12,6,9,21,3,1,6,12,31,0,0,Top1Black Currant,Middle0Rose,Middle1Lily-of-the-Valley,Middle2Peach,Middle3Peony,Middle4Raspberry,Base0Honey,Base1Amberwood,Base2Agarwood (Oud),Base3Sandalwood,Base4White Musk,,,,,,,,,,women
Nicolai-Parfumeur-Createur,L'Eau Ã  la Folie Nicolai Parfumeur Createur for women and men,2012,"citrus,green,fresh,fresh spicy,fruity",3.79,47,0,1,10,2,0,8,6,1,0,43,100,26,1,17,47,8,0,0,60,17,4,1,34,4,4,4,73,21,4,1,17,4,1,1,1,1,1,1,13,8,4,1,34,13,1,1,1,13,4,1,43,17,4,4,8,1,21,0,0,Top1Ginger,Top2Flowers,Top3Citruses,Middle0Jasmine,Middle1Green Notes,Middle2Fruity Notes,Base0Woody Notes,,,,,,,,,,,,,,women
essence,Like a Trip to New York essence for women,2012,"citrus,woody,white floral,fruity,balsamic,Pictures",3.89,47,2,4,5,1,0,3,7,3,0,52,100,24,8,44,84,12,0,0,80,16,32,4,16,1,60,1,36,4,8,1,16,1,8,1,1,1,28,1,16,1,48,1,32,4,8,1,4,1,48,1,32,1,8,1,8,1,30,0,0,Top1Elemi resin,Top2Cardamom,Top3Cranberry,Middle0Rose,Middle1Datura,Base0Cedar,Base1Amber,Base2Woodsy Notes,,,,,,,,,,,,,women
Roca-Perfums,Nuvol de Llimona Roca Perfums for women and men,2011,"citrus,sweet,milky,floral,fresh spicy,Pictures",3.87,47,5,4,3,1,0,9,2,3,1,100,93,43,1,37,43,1,0,0,56,12,18,1,62,18,6,1,87,1,18,1,31,1,1,1,1,1,6,1,18,12,6,6,31,6,1,1,1,1,6,6,37,12,1,6,6,1,24,0,0,Top1Tangerine,Middle0Lily-of-the-Valley,Middle1Milk,Middle2Custard,Base0Sugar,Base1Cotton Candy,,,,,,,,,,,,,,,women
Initio-Parfums-Prives,Magnetic Blend 8 Initio Parfums Prives for women and men,2015,"balsamic,smoky,woody,warm spicy,earthy",4.08,47,1,2,1,10,7,1,9,12,12,100,33,29,54,12,8,54,0,0,12,58,1,1,16,91,4,8,8,12,1,8,16,12,1,8,8,41,1,4,4,12,1,4,4,8,1,8,8,41,1,4,4,12,1,8,12,37,20,0,0,Top1Olibanum,Top2Incense,Middle0nan,Base0nan,,,,,,,,,,,,,,,,,women
Boadicea-the-Victorious,Mayfair Boadicea the Victorious for women and men,2013,"animalic,leather,woody,warm spicy,musky",4.35,47,3,2,0,4,17,5,1,11,11,100,26,16,53,16,3,43,0,0,16,43,1,6,30,63,1,6,10,13,3,1,6,6,1,3,20,33,1,3,3,13,1,3,1,3,1,3,13,30,1,3,6,10,1,3,13,30,26,0,0,Top1Cloves,Top2Beeswax,Top3Birch,Middle0Jasmine,Middle1Orange Blossom,Middle2Leather,Middle3Turkish Rose,Base0Cedar,Base1Patchouli,Base2Sandalwood,Base3Vetiver,Base4Amber,Base5Civet,Base6Cypriol Oil or Nagarmotha,Base7Musk,Base8Beeswax,Base9Agarwood (Oud),,,,women
